NodeCount,UnsafeSleepTimeOnSigVerify,failing,nbOfInstances,network,period,run,simulation,threshold,timeout,totalNbOfNodes,updateCount,net_rcvd_min,net_rcvd_max,net_rcvd_avg,net_rcvd_sum,net_rcvd_dev,net_rcvdBytes_min,net_rcvdBytes_max,net_rcvdBytes_avg,net_rcvdBytes_sum,net_rcvdBytes_dev,net_sent_min,net_sent_max,net_sent_avg,net_sent_sum,net_sent_dev,net_sentBytes_min,net_sentBytes_max,net_sentBytes_avg,net_sentBytes_sum,net_sentBytes_dev,sigen_system_min,sigen_system_max,sigen_system_avg,sigen_system_sum,sigen_system_dev,sigen_user_min,sigen_user_max,sigen_user_avg,sigen_user_sum,sigen_user_dev,sigen_wall_min,sigen_wall_max,sigen_wall_avg,sigen_wall_sum,sigen_wall_dev,sigs_sigCheckedCt_min,sigs_sigCheckedCt_max,sigs_sigCheckedCt_avg,sigs_sigCheckedCt_sum,sigs_sigCheckedCt_dev,sigs_sigCheckingTime_min,sigs_sigCheckingTime_max,sigs_sigCheckingTime_avg,sigs_sigCheckingTime_sum,sigs_sigCheckingTime_dev,sigs_sigQueueSize_min,sigs_sigQueueSize_max,sigs_sigQueueSize_avg,sigs_sigQueueSize_sum,sigs_sigQueueSize_dev,sigs_sigSuppressed_min,sigs_sigSuppressed_max,sigs_sigSuppressed_avg,sigs_sigSuppressed_sum,sigs_sigSuppressed_dev,store_replaceTrial_min,store_replaceTrial_max,store_replaceTrial_avg,store_replaceTrial_sum,store_replaceTrial_dev,store_successReplace_min,store_successReplace_max,store_successReplace_avg,store_successReplace_sum,store_successReplace_dev
10,0,25,50,udp,10ms,0,handel,75,200ms,100,1,27,46,35.08,2631,5.007,5240,1.08E+04,7762,5.82E+05,1416,35,109,57.45,4309,16.14,6885,2.56E+04,1.30E+04,9.75E+05,3969,0,0.01771,0.004263,0.3197,0.005219,0.09255,0.3866,0.2375,17.81,0.0653,1.088,1.3,1.207,90.56,0.04141,7,50,26.13,1960,11.74,4.105,6.688,4.808,360.6,0.4683,0.25,2.412,0.8091,60.68,0.5494,3,36,18.09,1357,7.898,3,43,18.65,1399,11.23,4,8,7.147,536,1.009
10,0,75,150,udp,10ms,1,handel,223,200ms,300,1,43,106,77.49,1.61E+04,15.64,8296,2.47E+04,1.75E+04,3.63E+06,3701,80,197,112.2,2.33E+04,31.58,1.70E+04,4.51E+04,2.57E+04,5.35E+06,7458,0,0.06142,0.007242,1.506,0.008578,0.1652,0.532,0.3463,72.03,0.06957,1.403,1.62,1.458,303.4,0.06272,9,71,39.54,8224,16.52,4.154,7.722,5.057,1052,0.6662,0.193,10.55,1.365,283.9,1.297,0,72,33.39,6945,15.37,4,63,30.82,6410,16.24,5,9,8.38,1743,0.9656
10,0,125,250,udp,10ms,2,handel,372,200ms,500,1,59,183,126.9,3.69E+04,35.23,1.37E+04,4.41E+04,2.78E+04,8.10E+06,9069,119,295,179.2,5.22E+04,46.12,2.35E+04,6.77E+04,4.01E+04,1.17E+07,1.04E+04,0,0.06039,0.008759,2.549,0.01052,0.172,0.4877,0.3662,106.6,0.0514,1.507,1.706,1.629,474.1,0.02534,12,86,45.15,1.31E+04,24.31,4.162,7.955,5.158,1501,0.7336,0.1538,7.125,1.512,440.1,1.395,3,89,43.58,1.27E+04,19.02,5,77,35.76,1.04E+04,24.57,7,10,8.883,2585,0.7612
10,0,250,500,udp,10ms,3,handel,743,200ms,1000,1,85,254,155.1,1.02E+05,48.74,2.04E+04,5.93E+04,3.46E+04,2.28E+07,1.07E+04,126,343,211.3,1.39E+05,28.98,3.02E+04,8.20E+04,4.85E+04,3.18E+07,7777,0,0.08385,0.009349,6.124,0.01009,0.3506,0.9826,0.6082,398.4,0.05862,1.716,1.942,1.855,1215,0.03126,19,123,71.17,4.66E+04,30.99,4.102,8.895,5.548,3634,0.942,0.2427,15.7,2.154,1409,1.943,10,159,83.02,5.43E+04,24.42,11,115,60.38,3.96E+04,31.04,7,12,10.04,6577,0.7272
10,0,375,750,udp,10ms,4,handel,1114,200ms,1500,1,88,310,194.7,1.70E+05,63.46,2.13E+04,7.68E+04,4.27E+04,3.74E+07,1.45E+04,119,407,271.9,2.38E+05,53.42,2.25E+04,9.54E+04,6.18E+04,5.40E+07,1.13E+04,0,0.07307,0.01297,11.31,0.01187,0.22,0.9295,0.5268,459.4,0.1131,1.484,2.095,1.91,1661,0.08326,13,145,60.74,5.27E+04,38.91,4.153,10.38,5.478,4765,0.9325,0.1648,113.9,2.412,2093,5.203,10,234,70.18,6.08E+04,26.3,4,133,49.27,4.29E+04,38.67,7,13,10.65,9289,0.9339
10,0,500,1000,udp,10ms,5,handel,1485,200ms,2000,1,110,436,290.3,3.14E+05,91.38,2.69E+04,9.71E+04,6.39E+04,6.72E+07,1.67E+04,153,553,372.9,4.12E+05,106.7,3.59E+04,1.32E+05,8.56E+04,9.21E+07,2.27E+04,0,0.0801,0.01926,19.26,0.01701,0.2877,1.155,0.6019,601.3,0.1596,1.727,2.165,2.034,2075,0.03819,15,156,64.85,6.41E+04,48.59,4.144,10.59,5.861,5797,1.166,0.1759,102.6,3.277,3224,5.796,3,285,75.27,7.45E+04,39.2,5,144,53.09,5.39E+04,49.03,8,14,11,1.13E+04,0.7555
